price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,house_age,years_since_last_renovation
328000.0,4,2,2370,6500,2.0,0,0,3,2370,0,25,17
435000.0,5,2,1840,9240,1.0,0,0,4,1540,300,81,65
499000.0,4,2,2910,6479,2.0,0,0,3,2910,0,17,17
501000.0,4,1,2070,7519,1.0,0,0,3,1160,910,60,15
1090000.0,4,2,4340,141570,2.5,0,0,3,4340,0,31,31
400000.0,2,1,840,5510,1.0,0,0,3,840,0,68,18
220000.0,4,1,1240,9600,1.0,0,0,3,1240,0,52,52
657100.0,4,1,1390,4240,1.0,0,0,3,1050,340,99,12
309950.0,4,2,2310,5000,2.0,0,0,3,2310,0,17,17
300000.0,3,2,1050,10072,1.0,0,0,3,1050,0,37,37
525888.0,5,1,2550,71874,1.0,0,0,5,1810,740,63,63
740000.0,4,1,2010,3600,1.5,0,0,3,2010,0,121,121
340000.0,5,1,1120,9022,1.5,0,0,4,1120,0,61,61
398750.0,3,2,2230,4000,2.0,0,0,3,2230,0,69,18
206000.0,2,1,810,7158,1.0,0,0,5,810,0,79,79
1030000.0,5,2,3190,16920,1.0,0,3,3,1690,1500,47,47
600000.0,3,1,1670,39639,1.0,0,0,4,1670,0,47,31
379950.0,4,1,1970,9389,1.0,0,0,5,1140,830,63,63
287000.0,3,1,1450,6000,1.0,0,0,4,1450,0,70,40
2280000.0,7,8,13540,307752,3.0,0,4,3,9410,4130,24,24
309950.0,3,2,1880,7838,2.0,0,0,3,1880,0,29,29
600000.0,3,1,1880,6360,1.0,0,0,4,1040,840,78,78
418000.0,3,2,1410,6030,1.5,0,0,4,1410,0,93,93
449250.0,4,2,1480,3844,1.5,0,0,5,1480,0,95,53
329950.0,2,1,1140,5250,1.5,0,0,4,1140,0,74,38
245000.0,3,1,1920,9306,1.0,0,0,3,1000,920,39,39
549000.0,4,2,2910,6338,2.0,0,0,3,2910,0,15,15
800000.0,3,2,3240,7857,2.0,0,0,3,3240,0,29,29
249950.0,3,2,1550,15040,1.0,0,0,4,1550,0,65,51
210000.0,5,2,2050,10200,1.0,0,0,3,1430,620,67,22
1425000.0,2,2,2220,4000,2.0,0,0,3,2220,0,23,23
585000.0,2,1,1770,8640,1.5,0,0,3,1520,250,74,25
615000.0,4,1,2300,11700,1.0,0,0,4,1960,340,46,46
618500.0,3,2,1800,5000,1.0,0,0,4,1080,720,81,41
487585.0,4,1,2010,9211,1.0,0,0,3,1470,540,46,19
509900.0,3,2,1790,2700,2.0,0,0,3,1790,0,13,13
631625.0,4,2,2440,6651,2.0,0,0,3,2440,0,9,9
555000.0,3,2,1940,3211,2.0,0,0,3,1940,0,14,14
340000.0,2,1,1160,1438,2.0,0,0,3,1160,0,22,22
830000.0,4,2,3400,9692,2.0,0,0,3,3400,0,16,16
890000.0,4,4,4420,5750,2.0,0,0,3,3410,1010,17,17
366750.0,3,3,1571,2017,3.0,0,0,3,1571,0,15,15
415000.0,3,2,1620,998,2.5,0,0,3,1540,80,13,13
416286.0,3,2,1408,989,3.0,0,0,3,1408,0,18,18
478000.0,3,2,3040,4535,2.0,0,0,3,3040,0,16,16
890000.0,5,3,4490,6000,2.0,0,0,3,3200,1290,17,17
419190.0,2,2,1590,1426,2.0,0,0,3,1590,0,9,9
712198.0,4,2,2450,4247,2.0,0,0,3,2450,0,10,100
397000.0,4,2,1440,7680,1.0,0,0,3,1200,240,52,52
450000.0,2,2,1100,3000,1.5,0,0,3,1100,0,111,18
353000.0,3,1,1350,7740,1.0,0,0,4,860,490,76,35
609000.0,4,2,2150,37981,2.0,0,0,3,2150,0,38,38
234000.0,3,1,1490,8366,1.0,0,0,4,1010,480,48,48
561000.0,3,2,2000,7000,2.0,0,0,3,2000,0,107,37
469000.0,2,1,1030,4400,1.0,0,0,3,1030,0,99,12
329350.0,2,1,720,6687,1.0,0,0,3,720,0,81,24
488000.0,5,2,2020,5000,1.5,0,0,4,2020,0,85,85
279900.0,3,1,1580,8151,1.0,0,1,4,1100,480,61,61
606000.0,4,2,2110,13850,2.0,0,0,3,2110,0,36,23
312000.0,4,2,1300,7054,1.0,0,0,3,1300,0,73,10
650000.0,3,1,1630,7475,1.0,0,1,3,1160,470,83,27
1135000.0,4,2,3370,8103,1.0,0,3,3,1970,1400,53,9
325000.0,4,2,1890,6156,1.0,0,0,3,980,910,43,43
425000.0,4,2,1520,7983,1.0,0,0,5,1520,0,56,56
219000.0,2,1,900,5160,1.0,0,0,3,900,0,71,15
250000.0,3,1,1050,6874,1.0,0,0,3,1050,0,69,18
390000.0,3,1,1260,6500,1.0,0,0,4,1260,0,57,57
475000.0,6,3,3470,117612,1.5,0,0,3,3470,0,99,12
736000.0,4,2,2290,12047,2.0,0,0,4,2290,0,35,35
407000.0,4,2,2810,23400,1.0,0,1,3,1710,1100,65,19
272000.0,3,2,1650,13816,2.0,0,0,3,1650,0,25,17
362000.0,3,2,1640,14374,1.0,0,0,4,1140,500,60,60
535000.0,3,2,1850,10109,2.0,0,0,3,1850,0,32,32
284000.0,4,2,2000,5390,2.0,0,0,3,2000,0,20,20
367500.0,3,1,1410,9647,1.0,0,0,3,1410,0,62,19
379900.0,4,1,1500,11600,1.0,0,0,4,1000,500,68,14
520000.0,3,2,2460,54885,2.0,0,0,4,2460,0,43,43
175000.0,3,1,1010,7034,1.0,0,0,3,1010,0,69,18
460000.0,2,2,1230,929,2.0,0,0,3,1020,210,19,20
345000.0,4,2,2331,3826,2.0,0,0,3,2331,0,16,16
455000.0,5,2,2240,7770,1.0,0,0,3,1340,900,45,45
610000.0,4,3,2450,10117,1.0,0,0,5,1580,870,56,56
563000.0,4,3,3100,15480,2.0,0,0,3,2400,700,27,27
612500.0,4,2,2060,5000,1.0,0,0,3,1030,1030,74,10
218000.0,3,1,1850,7684,1.0,0,0,3,1320,530,44,9
404000.0,4,1,1840,10720,1.0,0,0,3,960,880,65,19
860000.0,4,2,3740,32417,2.0,0,0,3,3740,0,23,23
136500.0,3,1,1420,8580,1.0,0,0,3,1420,0,61,20
313950.0,3,1,1510,6083,1.0,0,0,4,860,650,83,22
575000.0,3,1,2130,6500,1.0,0,2,3,1170,960,69,18
1225000.0,4,2,3490,6906,2.0,0,0,4,2280,1210,95,95
280000.0,3,1,1630,11800,1.0,0,0,4,1630,0,52,52
515000.0,3,2,1790,7167,2.0,0,0,3,1790,0,34,34
513000.0,4,2,2000,5684,2.0,0,0,3,2000,0,27,27
599000.0,4,2,2260,29930,2.0,0,0,4,1400,860,46,46
685000.0,4,2,3030,7864,2.0,0,0,3,3030,0,24,24
365000.0,3,1,1310,8160,1.0,0,0,3,1310,0,73,18
762300.0,4,2,3880,14550,2.0,0,0,3,3880,0,36,23
1580000.0,4,3,3760,10920,1.5,0,0,5,2400,1360,73,73
562000.0,5,2,3040,8111,2.0,0,0,3,3040,0,39,39
530000.0,5,2,2910,9636,1.0,0,0,4,1690,1220,59,59
525000.0,3,2,2970,11985,1.0,0,0,3,1770,1200,28,28
484000.0,2,1,1660,6000,1.0,0,0,3,1160,500,81,24
725126.0,4,2,3200,12369,2.0,0,0,3,3200,0,25,17
360000.0,4,2,2680,18768,1.0,0,0,5,2680,0,58,58
387000.0,3,1,1230,9568,1.0,0,0,5,1230,0,61,61
483500.0,4,2,2740,45732,2.0,0,0,3,2740,0,28,28
655500.0,4,3,3380,8330,2.0,0,0,3,3380,0,23,23
345000.0,3,1,1110,6250,1.0,0,0,3,1110,0,67,22
533000.0,5,2,1800,3780,1.5,0,0,3,1400,400,97,20
385000.0,3,1,1900,5520,1.0,0,0,3,1280,620,41,41
675000.0,2,1,930,36478,1.0,0,2,3,930,0,72,29
197000.0,3,1,1690,7735,1.0,0,0,4,1060,630,47,31
485000.0,3,2,1420,4080,1.5,0,0,3,1420,0,118,10
1870000.0,5,4,4510,15175,2.0,0,0,3,4510,0,54,21
295000.0,3,2,1980,8000,1.0,0,0,4,1560,420,49,49
499000.0,2,1,1170,2400,1.0,0,0,4,740,430,120,120
1050000.0,3,2,2200,1970,2.0,0,0,3,1610,590,15,15
191000.0,3,1,800,8850,1.0,0,0,4,800,0,64,64
500000.0,3,2,1480,1171,3.0,0,0,3,1480,0,17,17
390000.0,5,3,2890,5000,1.0,0,0,3,1310,1580,17,17
979000.0,3,2,2690,4047,3.0,0,0,3,2690,0,9,9
580000.0,4,3,3569,8327,2.0,0,0,3,3569,0,10,100
369950.0,3,2,1270,1320,3.0,0,0,3,1270,0,17,17
1800000.0,5,5,4490,10279,2.0,0,0,3,3930,560,10,100
776000.0,4,2,3040,6425,2.0,0,0,3,3040,0,15,15
519950.0,3,2,1170,1249,3.0,0,0,3,1170,0,9,9
255000.0,5,2,2060,8632,1.0,0,0,3,1030,1030,61,20
495000.0,3,1,990,6000,1.0,0,0,3,990,0,80,21
510000.0,4,2,2430,5203,2.0,0,0,3,2430,0,20,20
1150000.0,4,4,4460,103382,2.0,0,0,3,4460,0,22,22
253000.0,3,1,1250,10122,1.0,0,0,3,1250,0,29,29
503000.0,3,2,1540,6760,1.0,0,0,5,1210,330,43,43
275000.0,3,2,1600,7000,2.0,0,0,4,1600,0,30,30
249000.0,3,1,1110,8423,1.0,0,0,3,1110,0,71,15
310000.0,3,1,1840,10723,1.0,0,0,4,1220,620,49,49
750000.0,3,2,2520,5401,1.0,0,0,4,1360,1160,77,34
630000.0,3,2,2680,327135,2.0,0,0,3,2680,0,28,28
599999.0,9,4,3830,6988,2.5,0,0,3,2450,1380,85,20
758000.0,4,2,2410,9549,1.0,0,0,4,1780,630,67,67
248500.0,4,1,1720,10018,1.0,0,0,5,1720,0,63,63
310000.0,3,1,2070,37904,1.0,0,0,4,1420,650,50,50
460000.0,3,2,1760,9055,2.0,0,0,4,1760,0,38,38
675000.0,3,1,1680,10500,1.0,0,0,4,1680,0,64,64
526000.0,2,2,1550,2400,1.5,0,0,4,1550,0,123,52
560000.0,3,3,4120,60392,2.0,0,2,3,3180,940,29,29
415000.0,4,3,1830,9548,2.0,0,0,3,1830,0,32,32
246000.0,3,1,1400,7410,1.0,0,0,3,1400,0,79,79
314500.0,3,1,1870,12381,1.0,0,0,4,1870,0,66,22
3200000.0,7,4,6210,8856,2.5,0,2,5,4760,1450,113,113
420000.0,2,1,1040,3500,1.5,0,0,4,1040,0,119,119
535000.0,3,1,2720,149410,1.5,0,0,3,2720,0,35,23
350000.0,3,1,1010,9360,1.0,0,0,3,1010,0,42,10
515000.0,3,1,1580,9147,1.0,0,1,4,1210,370,56,56
749950.0,4,2,2600,6050,2.0,0,0,5,1960,640,74,74
230000.0,3,2,1920,9180,2.0,0,0,3,1920,0,35,23
568000.0,3,2,2350,5080,1.5,0,0,3,1780,570,94,94
250000.0,1,1,1100,4373,1.0,0,0,2,820,280,76,76
581000.0,4,2,2510,13695,1.0,0,0,4,1280,1230,62,22
651000.0,3,2,3240,108366,2.0,0,0,4,3240,0,32,32
600000.0,3,2,2460,108900,1.0,0,0,4,1860,600,46,46
500000.0,2,1,1010,3885,1.5,0,0,4,1010,0,117,33
475000.0,2,1,820,2723,1.0,0,0,3,820,0,102,23
352000.0,5,2,2420,8560,1.0,0,2,3,1620,800,45,45
420000.0,3,2,1770,8165,2.0,0,0,3,1770,0,46,19
428000.0,2,2,1350,3900,1.0,0,0,3,1350,0,20,20
599000.0,3,1,1960,4788,1.0,0,0,4,1090,870,103,103
492000.0,4,2,3305,16164,1.5,0,0,5,2245,1060,101,67
630000.0,2,2,2550,5663,1.0,0,0,3,1720,830,12,12
900000.0,5,3,4130,226076,2.0,0,0,3,3170,960,38,38
1110000.0,4,1,2310,13300,1.0,0,0,3,1890,420,73,18
575000.0,4,2,1650,5000,1.0,0,0,3,1650,0,68,18
705000.0,4,2,2650,4316,1.5,0,0,3,1520,1130,118,10
940000.0,4,2,1890,5940,1.0,0,1,3,1470,420,60,15
313000.0,3,1,2190,8000,1.0,0,0,4,2190,0,56,56
618080.0,3,2,2030,6500,2.0,0,0,3,2030,0,35,23
640000.0,3,3,2270,5175,2.0,0,0,3,2130,140,21,21
485000.0,3,2,1610,4160,1.0,0,0,4,1010,600,106,106
300000.0,2,1,760,3001,1.0,0,0,3,760,0,110,40
379500.0,2,1,1640,17335,1.0,0,0,3,840,800,45,45
339950.0,3,2,1630,12295,2.0,0,0,4,1630,0,38,38
1500000.0,6,2,3560,6480,2.5,0,0,4,3560,0,109,78
1340000.0,3,3,2960,5500,2.0,0,2,3,2440,520,86,33
500000.0,3,2,1940,37565,1.0,0,0,4,1940,0,36,36
239900.0,3,2,1410,7566,1.0,0,0,3,1410,0,38,38
314950.0,3,1,1040,16986,1.0,0,0,4,1040,0,55,55
361280.0,2,1,820,6400,1.0,0,0,4,820,0,79,79
100000.0,2,1,910,22000,1.0,0,0,3,910,0,67,22
540000.0,7,5,3700,7647,2.0,0,1,3,3700,0,75,39
480500.0,4,2,2180,11200,1.0,0,0,4,2180,0,55,55
280000.0,3,2,1600,4271,2.0,0,0,3,1600,0,23,23
440000.0,3,1,1500,6180,1.0,0,0,4,1060,440,76,35
530000.0,3,1,1340,4284,1.0,0,0,3,1080,260,113,17
560000.0,3,2,1860,13374,1.0,0,0,3,1860,0,38,38
775000.0,3,2,2540,7200,1.5,0,3,4,1600,940,118,118
160000.0,2,1,1040,13100,1.0,0,0,5,1040,0,111,111
209950.0,3,1,1380,11130,1.0,0,0,3,1380,0,63,11
226500.0,3,1,1640,10762,1.0,0,0,3,1130,510,35,23
380000.0,5,1,3000,6000,1.0,0,0,5,1500,1500,65,65
409500.0,4,2,2140,13000,1.0,0,0,3,1320,820,55,26
690000.0,3,2,1760,6428,1.0,0,0,4,980,780,81,41
405000.0,3,2,1660,8307,1.0,0,0,4,1660,0,62,22
375000.0,3,2,1830,13042,2.0,0,0,3,1830,0,33,14
794154.0,4,2,2210,8556,1.0,0,1,4,1210,1000,69,44
185000.0,4,1,1490,6600,1.0,0,0,3,1490,0,54,13
245000.0,3,1,1260,1270,2.0,0,0,3,1040,220,18,18
1532500.0,5,4,4270,8076,2.0,0,0,3,3400,870,16,16
1040000.0,4,3,3900,8391,2.0,0,0,3,3900,0,17,17
425000.0,2,2,1150,1027,3.0,0,0,3,1150,0,15,15
495000.0,4,2,2656,21195,2.0,0,0,3,2656,0,9,9
365000.0,5,2,2410,5003,1.0,0,0,3,1410,1000,15,15
417250.0,3,2,1606,1452,3.0,0,0,3,1606,0,14,14
339950.0,2,1,820,681,3.0,0,0,3,820,0,17,17
615000.0,2,1,1540,6872,1.0,0,0,4,820,720,77,34
403000.0,3,2,2090,8354,2.0,0,0,3,2090,0,11,111
980000.0,5,2,3160,11470,1.0,0,0,4,1780,1380,52,52
258000.0,4,1,1730,8320,1.0,0,0,3,1230,500,46,19
533000.0,3,1,1670,4080,1.0,0,0,3,1170,500,56,12
537500.0,4,2,2550,4630,2.0,0,0,3,2550,0,18,18
830000.0,5,3,3040,9601,1.0,0,0,5,1970,1070,55,55
712000.0,3,1,1250,4620,1.5,0,0,4,1150,100,123,52
262000.0,4,2,2020,6236,2.0,0,0,3,2020,0,21,21
753888.0,4,2,2660,5500,2.0,0,2,3,2660,0,20,20
134000.0,2,1,980,5000,2.0,0,0,3,980,0,101,20
402000.0,3,2,1960,8000,1.0,0,0,4,1290,670,46,46
205000.0,2,1,720,5040,1.0,0,0,3,720,0,68,18
553650.0,2,2,1360,1349,2.0,0,0,3,1050,310,26,26
559950.0,2,2,1870,4950,1.0,0,0,3,1870,0,17,17
260000.0,4,1,2130,8800,1.0,0,0,3,1100,1030,61,20
270000.0,4,2,1810,6509,2.0,0,0,3,1810,0,29,29
295000.0,2,1,2200,89298,1.0,0,0,3,1100,1100,50,10
719000.0,3,2,1690,4500,1.5,0,1,4,1690,0,95,95
266000.0,3,2,1940,8547,1.0,0,0,3,1460,480,34,34
325900.0,4,2,2320,6270,2.0,0,0,3,2320,0,19,20
647500.0,4,1,2060,26036,1.0,0,0,4,1160,900,76,35
1039000.0,4,1,3410,5000,2.0,0,0,5,2190,1220,113,113
569000.0,4,2,2250,41688,2.0,0,0,3,2250,0,43,43
246000.0,3,1,1390,7399,1.0,0,0,4,1390,0,48,48
515000.0,2,1,1060,4960,1.0,0,0,3,1060,0,97,20
207000.0,3,1,1490,8995,1.0,0,0,4,1490,0,69,44
780000.0,4,1,2480,9195,1.0,0,0,3,1390,1090,73,18
489990.0,5,2,2440,20828,1.5,0,0,4,2440,0,48,48
335000.0,3,1,2240,87625,1.5,0,0,2,1480,760,43,43
295000.0,3,2,1920,7229,2.0,0,0,3,1920,0,30,30
385000.0,3,1,1890,9920,1.0,0,0,3,1230,660,79,79
350000.0,4,1,2250,13515,1.0,0,0,4,2150,100,83,22
235000.0,2,1,1270,3008,1.0,0,0,4,650,620,100,100
358000.0,2,1,960,1808,2.0,0,0,3,960,0,30,30
716500.0,4,2,3290,6465,2.0,0,0,3,3290,0,21,21
228000.0,4,1,2000,6120,1.0,0,0,3,1100,900,58,30
405000.0,2,1,1020,8155,1.0,0,0,4,1020,0,75,75
538000.0,4,1,1840,9600,1.0,0,0,3,1220,620,56,12
530000.0,3,1,1980,6760,1.0,0,0,4,1980,0,50,50
1750000.0,6,3,3510,5760,2.5,0,0,4,3510,0,117,33
636000.0,2,1,1230,3600,1.5,0,0,5,1230,0,98,98
535000.0,4,2,2280,65836,2.0,0,0,3,2280,0,19,20
1500000.0,3,1,2430,12757,1.0,0,2,4,1340,1090,71,71
868500.0,3,2,2920,3942,3.0,0,0,3,2920,0,15,15
530000.0,4,2,2280,2850,1.5,0,0,4,1540,740,93,93
450000.0,3,2,1510,43560,1.0,0,0,3,1510,0,69,18
230000.0,3,1,950,6000,1.0,0,0,3,790,160,84,54
229000.0,3,2,1190,3000,2.0,0,0,3,1190,0,21,21
437000.0,3,1,1310,9282,1.0,0,0,4,1310,0,47,31
1307000.0,5,3,2800,3200,1.5,0,0,5,1910,890,91,21
595000.0,3,2,1750,3354,2.0,0,0,4,1750,0,32,32
660000.0,3,1,1320,5750,1.5,0,0,5,1320,0,105,105
347500.0,4,2,2460,7350,2.0,0,0,3,2460,0,34,34
297950.0,3,2,1240,10800,1.0,0,0,3,1240,0,56,13
245000.0,3,1,1260,7964,1.0,0,0,4,1260,0,68,14
543200.0,6,2,2820,15600,1.5,0,2,5,1970,850,83,83
1250000.0,4,3,3820,24166,2.0,0,1,4,3310,510,33,33
413450.0,3,2,1540,1614,3.0,0,0,3,1470,70,15,15
330000.0,2,2,1550,435600,1.5,0,0,2,1550,0,51,51
424500.0,3,1,1460,7700,1.0,0,0,3,1460,0,44,9
230000.0,3,1,1390,16000,1.0,0,0,4,1390,0,63,22
930000.0,3,3,2640,4080,2.0,0,0,3,1840,800,111,23
349000.0,3,1,1590,9620,1.0,0,0,3,1590,0,35,23
835000.0,4,2,1910,6960,1.5,0,0,5,1910,0,82,82
988500.0,3,2,2015,16807,2.0,1,4,3,2015,0,16,16
500000.0,3,1,1410,1197,3.0,0,0,3,1410,0,11,111
499000.0,2,1,1110,957,2.0,0,0,3,930,180,18,18
321950.0,2,1,860,1277,2.0,0,0,3,860,0,16,16
494000.0,3,2,2310,4729,2.0,0,0,3,2310,0,12,12
441750.0,2,1,1020,1060,3.0,0,0,3,1020,0,15,15
438000.0,2,1,980,1179,2.0,0,0,3,980,0,13,13
985000.0,4,2,4230,37769,2.0,0,0,3,4230,0,34,34
352000.0,3,2,1640,11050,1.0,0,0,4,1640,0,51,51
839900.0,4,3,3810,13592,1.0,0,1,3,2560,1250,10,100
765000.0,4,2,2790,10819,2.0,0,0,3,2790,0,27,27
460000.0,4,1,1750,5500,1.5,0,0,5,1050,700,97,97
224500.0,4,1,1430,8355,1.5,0,0,4,1430,0,40,40
254000.0,3,2,1850,4597,2.0,0,0,3,1850,0,20,20
255000.0,2,1,960,28717,1.0,0,0,4,960,0,39,39
610000.0,3,3,2480,45302,1.0,0,0,4,1620,860,47,31
920000.0,4,3,3750,11025,2.0,0,0,3,3750,0,47,47
402500.0,4,2,2600,11951,2.0,0,0,3,2600,0,35,23
280950.0,3,1,1390,8700,1.0,0,3,4,840,550,111,34
604000.0,4,2,2260,7753,2.0,0,0,3,2260,0,34,34
565000.0,4,2,2470,7447,2.0,0,0,3,2470,0,39,39
255000.0,2,1,810,7980,1.0,0,0,1,810,0,95,95
445000.0,4,2,1650,6000,1.0,0,0,5,1000,650,64,64
2400000.0,3,2,3000,11665,1.5,1,4,3,3000,0,22,22
195000.0,2,1,720,18000,1.0,0,0,3,720,0,73,18
275000.0,3,1,1390,48257,1.0,0,0,3,1390,0,101,10
